-DOCSTART- -X- -X- O
Assessment O O O
and O O O
plan O O O
			 O O O
See O O O
problem O O O
related O O O
assessment O O O
and O O O
plans. O O O
CBC, O O O
TSH, O O O
homocysteine O O O
Disposition O O O
Return O O O
in O O O
3 O O O
months O O O
or O O O
prn. O O O
Signed O O O
electronically O O O
by O O O
Flaherty, O O O
Wanda O O O
H O O O
on O O O
May O O O
04, O O O
2123 O O O

Record O O O
date: O O O
2076-06-05 O O O
CARDIOLOGY O O O
SABINE O O O
MEDICAL O O O
CENTER O O O
Reason O O O
for O O O
visit: O O O
Follow O O O
up: O O O
NSVT O O O
and O O O
history O O O
of O O O
VF O O O
Arrest O O O
Interval O O O
History: O O O
Mr. O O O
Quijano O O O
returned O O O
for O O O
follow-up O O O
today. O O O
His O O O
last O O O
visit O O O
was O O O
in O O O
December O O O
2075, O O O
following O O O
which O O O
he O O O
had O O O
a O O O
routine O O O
stress O O O
test. O O O
He O O O
had O O O
been O O O
planning O O O
to O O O
do O O O
some O O O
skiing O O O
over O O O
January, O O O
and O O O
we O O O
wanted O O O
to O O O
give O O O
him O O O
clearance O O O
to O O O
do O O O
so. O O O
His O O O
stress O O O
test O O O
was O O O
done O O O
on O O O
1-4-76, O O O
and O O O
revealed O O O
mild O O O
apical O O O
ischemia. O O O
He O O O
completed O O O
8 O O O
METs O O O
and O O O
had O O O
no O O O
symptoms O O O
during O O O
the O O O
test. O O O
Based O O O
on O O O
these O O O
findings, O O O
we O O O
did O O O
not O O O
change O O O
any O O O
medications O O O
and O O O
encouraged O O O
him O O O
to O O O
continue O O O
with O O O
his O O O
usual O O O
activities. O O O
Unfortunatley, O O O
he O O O
was O O O
never O O O
able O O O
to O O O
ski O O O
over O O O
January O O O
anyway O O O
due O O O
to O O O
a O O O
bout O O O
with O O O
pneumonia. O O O
He O O O
had O O O
also O O O
reported O O O
a O O O
vague O O O
sensation O O O
of O O O
shortness O O O
of O O O
breath O O O
that O O O
was O O O
occurring O O O
"rarely", O O O
but O O O
was O O O
correlated O O O
with O O O
the O O O
consumption O O O
of O O O
alcohol. O O O
The O O O
frequency O O O
of O O O
these O O O
episodes O O O
has O O O
increased O O O
to O O O
2-3 O O O
times O O O
per O O O
week. O O O
He O O O
says O O O
it O O O
is O O O
not O O O
really O O O
shortness O O O
of O O O
breath, O O O
but O O O
an O O O
awareness O O O
that O O O
something O O O
feels O O O
different. O O O
He O O O
is O O O
able O O O
to O O O
continue O O O
his O O O
usual O O O
activities, O O O
including O O O
his O O O
aerobics O O O
and O O O
pilates O O O
classes O O O
without O O O
difficulty. O O O
He O O O
denies O O O
any O O O
chest O O O
discomfort, O O O
palpitations, O O O
rapid O O O
heart O O O
action, O O O
dizziness O O O
or O O O
syncope. O O O
Past O O O
medical O O O
history: O O O
DMII, O O O
CAD, O O O
s/p O O O
CABG, O O O
VF O O O
Arrest O O O
Hypercholesterolemia, O O O
1st O O O
Degree O O O
AV O O O
block, O O O
RBBB, O O O
NSVT O O O
Medications O O O
(Confirmed): O O O
			 O O O
Dalmane NNP B-NP B-DRUG
30 O O O
mg O O O
glyburide NNP B-NP B-DRUG
2.5mg O O O
po O O O
qd O O O
Lipitor NNP B-NP B-DRUG
20 O O O
mg O O O
lisinopril NNP B-NP B-DRUG
5 O O O
mg O O O
po O O O
qd O O O
metformin NNP B-NP B-DRUG
hydrochloride NNP B-NP I-DRUG
500 O O O
mg O O O
Nexium NNP B-NP B-DRUG
40mg O O O
po O O O
qd O O O
Physical O O O
examination: O O O
-BP: O O O
110/70 O O O
-Pulse: O O O
50 O O O
-General: O O O
No O O O
acute O O O
distress. O O O
-Skin: O O O
No O O O
rashes, O O O
anicteric. O O O
-Heent: O O O
Unremarkable O O O
-Neck: O O O
Carotids O O O
2+ O O O
without O O O
bruits. O O O
JVP O O O
no O O O
jugular O O O
venous O O O
distention. O O O
-Chest: O O O
Clear O O O
to O O O
auscultation. O O O
-Cardiac: O O O
Left O O O
ventricular O O O
impulse O O O
discrete O O O
and O O O
nondisplaced. O O O
Regular O O O
rate O O O
and O O O
rhythm, O O O
normal O O O
S1 O O O
and O O O
S2, O O O
with O O O
no O O O
S3 O O O
or O O O
S4. O O O
There O O O
were O O O
no O O O
murmurs, O O O
clicks O O O
or O O O
rubs. O O O
-Abdomen: O O O
Normal O O O
bowel O O O
sounds, O O O
soft O O O
and O O O
nontender, O O O
with O O O
no O O O
hepatosplenomegaly O O O
or O O O
masses O O O
appreciated. O O O
-Extremities: O O O
No O O O
cyanosis, O O O
clubbing O O O
or O O O
edema. O O O
2+ O O O
pedal O O O
pulses. O O O
EKG: O O O
Sinus O O O
Bradycardia O O O
50bpm, O O O
1st O O O
degree O O O
AV O O O
block O O O
PR O O O
290ms, O O O
RBBB. O O O
Compared O O O
to O O O
previous O O O
EKGs, O O O
PR O O O
interval O O O
is O O O
slightly O O O
longer. O O O
Assessment O O O
and O O O
plan: O O O
Mr. O O O
Quijanno O O O
is O O O
doing O O O
well O O O
with O O O
the O O O
exception O O O
of O O O
these O O O
brief O O O
episodes O O O
of O O O
shortness O O O
of O O O
breath. O O O
I O O O
am O O O
encouraged O O O
that O O O
these O O O
events O O O
do O O O
not O O O
inhibit O O O
him O O O
from O O O
exercise. O O O
We O O O
have O O O
fitted O O O
him O O O
with O O O
a O O O
holter O O O
monitor O O O
today O O O
to O O O
further O O O
sort O O O
out O O O
any O O O
arrhythmogenic O O O
etiology O O O
of O O O
his O O O
symptoms. O O O
We O O O
will O O O
discuss O O O
the O O O
findings O O O
over O O O
the O O O
phone O O O
on O O O
Wednesday O O O
of O O O
this O O O
week. O O O
The O O O
above O O O
plan O O O
was O O O
discussed O O O
with O O O
Dr. O O O
Kilian O O O
Middleton, O O O
who O O O
is O O O
in O O O
agreement. O O O
Ximena O O O
Mays, O O O
N.P. O O O
and O O O
Kilian O O O
Middleton, O O O
M.D. O O O
Changes O O O
to O O O
Medications O O O
this O O O
visit O O O
Lipitor NNP B-NP B-DRUG
20 O O O
mg O O O
QTY:60 O O O
Refills:6 O O O
Start: O O O
7/22/2072 O O O
1 O O O
tab O O O
po O O O
qd O O O
lisinopril NNP B-NP B-DRUG
5 O O O
mg O O O
po O O O
qd O O O
QTY:90 O O O
Refills:3 O O O
Start: O O O
1/27/2075 O O O
Nexium NNP B-NP B-DRUG
40mg O O O
po O O O
qd O O O
QTY:30 O O O
Refills:2 O O O
Start: O O O
10/11/2075 O O O
glyburide NNP B-NP B-DRUG
2.5mg O O O
po O O O
qd O O O
QTY:90 O O O
Refills:3 O O O
Start: O O O
10/11/2072 O O O
metformin NNP B-NP B-DRUG
hydrochloride NNP B-NP I-DRUG
500 O O O
mg O O O
QTY:360 O O O
Refills:1 O O O
year O O O
Start: O O O
4/12/2071 O O O
2 O O O
tabs O O O
po O O O
bid O O O
Dalmane NNP B-NP B-DRUG
30 O O O
mg O O O
QTY:30 O O O
Refills:2 O O O
Start: O O O
5/2/66 O O O
take O O O
1 O O O
at O O O
hs O O O
prn O O O
Signed O O O
electronically O O O
by O O O
Ximena O O O
A O O O
Mays O O O
NP O O O
on O O O
Jun O O O
5, O O O
2076 O O O

Record O O O
date: O O O
2101-04-28 O O O
Johnson O O O
County O O O
Home O O O
Emergency O O O
Department O O O
Record O O O
Patient: O O O
YEO, O O O
AUSTIN O O O
MRN: O O O
8652895 O O O
DOB: O O O
5/17/2060 O O O
Sex: O O O
M O O O
Registration O O O
Date/Time: O O O
4/28/2101 O O O
1:01:00 O O O
AM O O O
Provider: O O O
URIEL O O O
ILES O O O
Time O O O
Patient O O O
Seen O O O
3:40am O O O
Chief O O O
Complaint O O O
leg O O O
pain O O O
HPI O O O
40M O O O
h/o O O O
known O O O
CAD, O O O
recent O O O
admission O O O
for O O O
CP, O O O
h/o O O O
HTN, O O O
hyperchol, O O O
DM, O O O
p/w O O O
leg O O O
pain O O O
and O O O
also O O O
c/o O O O
CP, O O O
exertional O O O
since O O O
yesterday. O O O
No O O O
SOB/diaph/palp/N/V. O O O
did O O O
not O O O
c/o O O O
CP O O O
at O O O
triage O O O
or O O O
to O O O
nursing. O O O
No O O O
F/C/NS/dysuria/cough/ad O O O
pain. O O O
h/o O O O
polysubstance O O O
abuse, O O O
admits O O O
to O O O
EtOH O O O
today. O O O
PMHx O O O
CAD O O O
DM O O O
HTN O O O
hyperchol O O O
HCV O O O
PSurHx O O O
denies O O O
Meds O O O
ATENOLOL NNP B-NP B-DRUG
50 O O O
MG O O O
PO O O O
QD O O O
METFORMIN NNP B-NP B-DRUG
500 O O O
MGPO O O O
BID O O O
ATORVASTATIN NNP B-NP B-DRUG
10 O O O
MGPO O O O
QHS O O O
NAPROXEN NNP B-NP B-DRUG
375 O O O
MG O O O
PO O O O
BID O O O
PERCOCET NNP B-NP B-DRUG
5/325 O O O
6 O O O
tabs/day O O O
MEHTADONE NNP B-NP B-DRUG
? O O O
80 O O O
MG O O O
daily O O O
Allergy O O O
nkda O O O
Family O O O
Hx O O O
nc O O O
Social O O O
Hx O O O
etoh, O O O
cocaine, O O O
smokes O O O
x5 O O O
yrs, O O O
homeless/living O O O
with O O O
relatives O O O
ROS O O O
Constitutional O O O
No O O O
major O O O
weight O O O
loss O O O
or O O O
gain, O O O
fatigue, O O O
fever, O O O
chills. O O O
Head/Eyes O O O
No O O O
visual O O O
changes, O O O
lesions, O O O
headaches O O O
ENT/Neck O O O
No O O O
hearing O O O
loss, O O O
tinnitus, O O O
vertigo, O O O
rhinorrhea, O O O
hoarseness, O O O
difficulty O O O
swallowing, O O O
oral O O O
lesions, O O O
stiffness O O O
Chest/Respiratory O O O
See O O O
HPI O O O
Cardiovascular O O O
See O O O
HPI O O O
GI/Abdominal O O O
No O O O
pain, O O O
nausea, O O O
vomiting, O O O
diarrhea, O O O
melena, O O O
bleeding, O O O
heartburn O O O
Musculoskeletal/Extr/Back O O O
See O O O
HPI O O O
Skin O O O
No O O O
rashes, O O O
itching O O O
Neuro O O O
No O O O
loss O O O
of O O O
awareness, O O O
seizures, O O O
paralysis, O O O
paraesthesias, O O O
no O O O
syncope, O O O
tremors O O O
Psych O O O
No O O O
depression, O O O
anxiety, O O O
unusual O O O
stress O O O
Physical O O O
Exam O O O
Constitutional O O O
Patient O O O
is O O O
a O O O
well O O O
developed, O O O
obese, O O O
alert O O O
male, O O O
no O O O
acute O O O
distress, O O O
no O O O
obvious O O O
discomfort O O O
Vitals O O O
T:97 O O O
P:80 O O O
BP:165/82 O O O
RR:16 O O O
SaO2:98RA O O O
Head/Eyes O O O
NC/AT, O O O
pupils O O O
are O O O
equal, O O O
round O O O
and O O O
react O O O
normally O O O
to O O O
light, O O O
EOM's O O O
are O O O
full, O O O
no O O O
ocular O O O
discharge, O O O
conjunctiva O O O
normal O O O
ENT O O O
There O O O
is O O O
no O O O
nasal O O O
discharge. O O O
TM's O O O
clear, O O O
auditory O O O
canal O O O
without O O O
lesions, O O O
no O O O
intraoral O O O
lesions, O O O
good O O O
dentition, O O O
uvula O O O
midline, O O O
tonsils O O O
and O O O
pharynx O O O
without O O O
inflammation O O O
or O O O
exudates O O O
Neck O O O
Full O O O
range O O O
of O O O
motion, O O O
no O O O
stiffness O O O
or O O O
tenderness, O O O
thyroid O O O
normal O O O
size O O O
without O O O
nodularity. O O O
Carotid O O O
pulses O O O
are O O O
intact O O O
bilaterally O O O
without O O O
bruits, O O O
no O O O
lymphadenopathy, O O O
no O O O
masses, O O O
no O O O
neck O O O
vein O O O
distention O O O
Chest/Respiratory O O O
Clear O O O
to O O O
auscultation O O O
and O O O
percussion, O O O
no O O O
crackles, O O O
wheezes O O O
or O O O
rhonchi O O O
Cardiovascular O O O
Regular O O O
rate O O O
and O O O
rhythm, O O O
normal O O O
S1 O O O
& O O O
S2, O O O
no O O O
murmurs, O O O
gallops O O O
or O O O
rubs O O O
GI/Abdomen O O O
obese, O O O
soft, O O O
normal O O O
bowel O O O
sounds, O O O
nontender, O O O
no O O O
intra-abdominal O O O
masses O O O
or O O O
hepatosplenomegaly O O O
Musculoskeletal O O O
No O O O
cyanosis, O O O
clubbing, O O O
edema, O O O
or O O O
joint O O O
swelling O O O
Skin O O O
No O O O
rash, O O O
no O O O
lesions O O O
of O O O
significance O O O
Neurologic O O O
PERRL, O O O
EOMI, O O O
cranial O O O
nerves O O O
intact, O O O
mental O O O
status, O O O
speech O O O
and O O O
memory O O O
normal, O O O
strength, O O O
sensation, O O O
reflexes O O O
and O O O
gait O O O
normal O O O
Psychiatric O O O
No O O O
visual O O O
or O O O
auditory O O O
hallucination, O O O
not O O O
suicidal, O O O
not O O O
homicidal O O O
EKG O O O
old O O O
L O O O
hemi-block, O O O
no O O O
ischemic O O O
changes, O O O
unchanged O O O
from O O O
prior O O O
Impression/Plan O O O
40M O O O
who O O O
presents O O O
frequently, O O O
apparently O O O
out O O O
of O O O
meds, O O O
CP O O O
at O O O
baseline O O O
and O O O
no O O O
ecg O O O
changes, O O O
CE O O O
neg, O O O
does O O O
not O O O
need O O O
r/o. O O O
medically O O O
cleared O O O
and O O O
to O O O
be O O O
seen O O O
by O O O
APS O O O
for O O O
substance O O O
issues O O O
and O O O
psychiatric O O O
eval. O O O
d/c O O O
home O O O
or O O O
to O O O
APS O O O
for O O O
further O O O
eval. O O O
ED O O O
Attending O O O
Physician O O O
Note O O O
Medical O O O
Records O O O
Reviewed O O O
yes O O O
HPI O O O
40 O O O
year O O O
old O O O
male O O O
presents O O O
with O O O
chest O O O
and O O O
leg O O O
pain. O O O
These O O O
have O O O
been O O O
chronic O O O
problems O O O
for O O O
him. O O O
He O O O
has O O O
a O O O
history O O O
of O O O
EtOH O O O
use. O O O
Not O O O
taking O O O
any O O O
of O O O
his O O O
medications O O O
at O O O
this O O O
time. O O O
No O O O
fever, O O O
chills, O O O
vomiting. O O O
Pain O O O
is O O O
constant, O O O
days. O O O
Non O O O
radiating. O O O
ROS O O O
all O O O
systems O O O
reviewed O O O
and O O O
negative O O O
except O O O
as O O O
above O O O
Vitals O O O
See O O O
Nursing O O O
Notes O O O
PE O O O
Gen: O O O
Disheveled, O O O
awake, O O O
communicative O O O
Head: O O O
NC/AT O O O
Neck: O O O
Supple O O O
full O O O
ROM O O O
Lungs: O O O
CTA O O O
bilat O O O
CV: O O O
RRR O O O
no O O O
m/r/g O O O
Abd: O O O
Soft O O O
NT O O O
ND O O O
Ext: O O O
No O O O
deformity O O O
Neuro: O O O
Moves O O O
all O O O
extremities O O O
Medical O O O
Decision O O O
Making O O O
ED O O O
Course O O O
Review O O O
of O O O
records O O O
- O O O
previous O O O
visits O O O
for O O O
same. O O O
He O O O
has O O O
recent O O O
MIBI O O O
that O O O
is O O O
negative O O O
and O O O
recent O O O
admit O O O
for O O O
cardiac O O O
rule O O O
out. O O O
Here, O O O
ECG O O O
is O O O
unchanged O O O
from O O O
old O O O
- O O O
no O O O
further O O O
cardiac O O O
workup O O O
needed O O O
in O O O
the O O O
ED O O O
at O O O
this O O O
time. O O O
CBC, O O O
chem7, O O O
and O O O
LFTs O O O
are O O O
benign, O O O
as O O O
is O O O
tox O O O
screen. O O O
Plan O O O
chest O O O
X-ray, O O O
psychiatry O O O
consult. O O O
He O O O
is O O O
medically O O O
clear O O O
for O O O
disposition O O O
as O O O
per O O O
psychiatry. O O O
Condition O O O
on O O O
Discharge O O O
Stable O O O
Diagnoses O O O
Chest O O O
pain O O O
Review O O O
Comments O O O
I O O O
have O O O
personally O O O
seen O O O
and O O O
examined O O O
the O O O
patient O O O
and O O O
confirmed O O O
the O O O
resident's O O O
examination, O O O
reviewed O O O
and O O O
agree O O O
with O O O
the O O O
resident's O O O
documentation O O O
of O O O
history, O O O
and O O O
discussed O O O
the O O O
evaluation, O O O
plan O O O
of O O O
care O O O
and O O O
disposition O O O
of O O O
the O O O
patient O O O
with O O O
the O O O
resident. O O O
This O O O
note O O O
has O O O
been O O O
electronically O O O
signed O O O
by O O O
URIEL O O O
ILES, O O O
MD O O O
4/29/2101 O O O
5:17:00 O O O
AM O O O
Clinical O O O
staff O O O
documenting O O O
in O O O
the O O O
ED O O O
note O O O
include: O O O
Attending/Nurse O O O
Practitioners(s) O O O
URIEL O O O
ILES, O O O
MD O O O
Other O O O
Providers O O O
CODY O O O
NEILSON, O O O
MD O O O

Record O O O
date: O O O
2074-12-21 O O O
EDVISIT^98044905^WARE, O O O
VINCENT^12/21/74^VILLA, O O O
SCOTT O O O
CHIEF O O O
COMPLAINT: O O O
Dyspnea O O O
on O O O
exertion. O O O
HISTORY O O O
OF O O O
PRESENT O O O
ILLNESS: O O O
Mr. O O O
Ware O O O
is O O O
a O O O
67-year-old O O O
man O O O
with O O O
a O O O
history O O O
of O O O
diabetes O O O
and O O O
myelodysplastic O O O
syndrome, O O O
status O O O
post O O O
stem O O O
cell O O O
transplant O O O
who O O O
presents O O O
to O O O
the O O O
Emergency O O O
Department O O O
with O O O
a O O O
2 O O O
to O O O
3 O O O
week O O O
history O O O
of O O O
increasing O O O
exertional O O O
dyspnea. O O O
The O O O
patient O O O
denies O O O
chest O O O
pain, O O O
palpitations, O O O
or O O O
syncope O O O
but O O O
does O O O
complain O O O
of O O O
bilateral O O O
lower O O O
extremity O O O
edema O O O
times O O O
several O O O
weeks. O O O
The O O O
patient O O O
has O O O
been O O O
worked O O O
up O O O
for O O O
the O O O
symptoms O O O
as O O O
an O O O
outpatient O O O
and O O O
placed O O O
on O O O
Lasix NNP B-NP B-DRUG
for O O O
the O O O
past O O O
2 O O O
weeks O O O
and O O O
had O O O
an O O O
echocardiogram O O O
today, O O O
which O O O
was O O O
remarkable O O O
for O O O
atrial O O O
fibrillation. O O O
The O O O
patient O O O
was O O O
sent O O O
to O O O
the O O O
Emergency O O O
Department O O O
for O O O
further O O O
evaluation. O O O
Please O O O
see O O O
the O O O
written O O O
record O O O
for O O O
further O O O
details. O O O
PAST O O O
MEDICAL O O O
HISTORY: O O O
Insulin-dependent NNP B-NP B-DRUG
diabetes, O O O
myelodysplastic O O O
syndrome, O O O
status O O O
post O O O
stem O O O
cell O O O
transplant. O O O
PAST O O O
SURGICAL O O O
HISTORY: O O O
Basal O O O
cell O O O
resection. O O O
SOCIAL O O O
HISTORY: O O O
The O O O
patient O O O
denies O O O
smoking, O O O
alcohol, O O O
or O O O
illicit O O O
drug O O O
use. O O O
MEDICATIONS: O O O
Lasix, NNP B-NP B-DRUG
vitamin NNP B-NP B-DRUG
D, NNP B-NP I-DRUG
Lantus, NNP B-NP B-DRUG
and O O O
acyclovir. NNP B-NP B-DRUG
ALLERGIES: NNP B-NP B-DRUG
No O O O
known O O O
drug O O O
allergies. O O O
PHYSICAL O O O
EXAMINATION: O O O
I O O O
have O O O
examined O O O
the O O O
patient O O O
and O O O
agree O O O
with O O O
the O O O
physical O O O
as O O O
documented. O O O
Of O O O
note, O O O
the O O O
patient O O O
is O O O
awake O O O
and O O O
alert, O O O
in O O O
no O O O
acute O O O
distress. O O O
Vitals: O O O
Temperature O O O
is O O O
96.9, O O O
pulse O O O
is O O O
100 O O O
to O O O
128, O O O
respiratory O O O
rate O O O
of O O O
18, O O O
blood O O O
pressure O O O
is O O O
118/70, O O O
and O O O
oxygen O O O
saturation O O O
is O O O
96%. O O O
Lungs: O O O
Clear O O O
bilaterally O O O
with O O O
no O O O
rales, O O O
rhonchi, O O O
or O O O
wheezing. O O O
Cardiovascular O O O
exam: O O O
Irregularly O O O
irregular O O O
rhythm. O O O
Normal O O O
S1 O O O
and O O O
S2. O O O
No O O O
murmurs. O O O
Abdomen: O O O
Soft O O O
with O O O
no O O O
tenderness, O O O
guarding, O O O
or O O O
rebound. O O O
Extremity O O O
exam: O O O
The O O O
patient O O O
has O O O
bilateral O O O
lower O O O
extremity O O O
2+ O O O
pitting O O O
edema, O O O
left O O O
greater O O O
than O O O
right. O O O
No O O O
calf O O O
tenderness. O O O
MEDICAL O O O
DECISION O O O
MAKING O O O
AND O O O
EMERGENCY O O O
DEPARTMENT O O O
COURSE: O O O
Mr. O O O
Ware O O O
is O O O
a O O O
67-year-old O O O
man O O O
with O O O
diabetes O O O
and O O O
a O O O
2-week O O O
history O O O
of O O O
increasing O O O
dyspnea O O O
on O O O
exertion. O O O
His O O O
chest O O O
x-ray O O O
did O O O
not O O O
demonstrate O O O
pulmonary O O O
edema, O O O
but O O O
was O O O
significant O O O
for O O O
bilateral O O O
pleural O O O
effusions. O O O
The O O O
patient's O O O
EKG O O O
demonstrated O O O
a O O O
flutter O O O
with O O O
a O O O
ventricular O O O
rate O O O
of O O O
121 O O O
with O O O
inferolateral O O O
T-wave O O O
inversions. O O O
The O O O
patient O O O
was O O O
given O O O
IV O O O
and O O O
p.o. O O O
Cardizem NNP B-NP B-DRUG
with O O O
control O O O
of O O O
the O O O
ventricular O O O
rate. O O O
At O O O
the O O O
time O O O
of O O O
this O O O
dictation, O O O
the O O O
patient's O O O
laboratory O O O
data O O O
are O O O
not O O O
available. O O O
The O O O
plan O O O
is O O O
to O O O
admit O O O
the O O O
patient O O O
to O O O
the O O O
hospital O O O
for O O O
further O O O
management. O O O
PRIMARY O O O
DIAGNOSIS: O O O
New O O O
onset O O O
AFib. O O O
DISPOSITION: O O O
Admission. O O O
CONDITION O O O
UPON O O O
ADMISSION: O O O
Good. O O O
______________________________ O O O
VILLA, O O O
SCOTT O O O
M.D. O O O
D: O O O
12/21/74 O O O
T: O O O
12/21/74 O O O
Dictated O O O
By: O O O
VILLA, O O O
SCOTT O O O
eScription O O O
document:7-5753770 O O O
BFFocus O O O
******** O O O
Not O O O
reviewed O O O
by O O O
Attending O O O
Physician O O O
******** O O O

Record O O O
date: O O O
2080-09-20 O O O
EDVISIT^35093053^Dodd, O O O
Steven^09/20/80^FARMER, O O O
F. O O O
KELLY O O O
TIME O O O
OF O O O
DICTATION: O O O
6:40 O O O
a.m. O O O
HISTORY O O O
OF O O O
PRESENT O O O
ILLNESS: O O O
This O O O
patient O O O
is O O O
a O O O
65-year-old O O O
male O O O
who O O O
presents O O O
to O O O
Douglas O O O
Community O O O
Hospital O O O
Department O O O
of O O O
Emergency O O O
Medicine O O O
with O O O
complaints O O O
of O O O
chest O O O
pain. O O O
The O O O
chest O O O
pain O O O
